RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
81432,SCHOENSTEIN,M,2018,Maltese Crossbreed,,11230,6/27/18,6/27/19,2018
81536,HARRY,M,2008,Labrador Retriever Crossbreed,,11230,6/27/18,6/27/19,2018
81756,JASMINE,F,2016,Labrador Retriever,,11230,6/29/18,7/23/19,2018
81779,DELILAH,F,2012,American Pit Bull Mix / Pit Bull Mix,,11230,6/29/18,1/14/20,2018
82167,REMINGTON,M,2015,Australian Shepherd,,11230,7/1/18,8/14/19,2018
82176,CASPER,M,2011,German Shepherd Dog,,11230,7/1/18,7/27/21,2018
82270,NAME,F,2018,Unknown,,11230,7/2/18,7/2/19,2018
82443,BELLA,F,2013,Unknown,,11230,7/2/18,8/23/19,2018
82459,MAXIMUS,M,2017,Shih Tzu,,11230,7/2/18,5/18/19,2018
83480,LULU,F,2007,Chihuahua,,11230,7/7/18,7/30/19,2018
83820,UNKNOWN,M,2015,Terrier Crossbreed,,11230,7/9/18,7/9/19,2018
84330,DACHSHUND,F,2017,Dachshund,,11230,7/12/18,8/15/19,2018
84495,IVANKA,F,2007,Yorkshire Terrier,,11230,7/13/18,6/29/19,2018
84987,TIGGER,M,2011,Unknown,,11230,7/15/18,7/14/19,2018
85026,NESSIE,F,2014,American Pit Bull Mix / Pit Bull Mix,,11230,7/16/18,7/16/19,2018
85285,SUZY,F,2012,Shih Tzu,,11230,7/16/18,7/8/19,2018
85304,MEMPHIS,M,2012,Unknown,,11230,7/16/18,12/9/21,2018
85427,NAME NOT PROVIDED,F,2016,German Shepherd Crossbreed,,11230,7/17/18,6/22/19,2018
85495,GRACE,F,2003,Yorkshire Terrier,,11230,7/17/18,7/30/19,2018
85704,MAXIE,F,2008,Unknown,,11230,7/18/18,9/4/19,2018
85921,UNKNOWN,M,2017,Chihuahua Crossbreed,,11230,7/19/18,7/19/19,2018
86061,WESLEY,M,2014,German Shepherd Crossbreed,,11230,7/20/18,7/20/19,2018
86127,ADELAIDE,F,2018,German Shepherd Crossbreed,,11230,7/20/18,7/20/19,2018
86622,SADIE,F,2017,Dachshund Crossbreed,,11230,7/23/18,7/23/19,2018
86720,NAME,M,2018,"Poodle, Toy",,11230,7/23/18,7/23/19,2018
86853,LULU,F,2017,Dachshund Crossbreed,,11230,7/23/18,7/23/19,2018
87337,CINDY,F,2008,Yorkshire Terrier,,11230,7/25/18,9/1/19,2018
87530,JAMIE,F,2014,Yorkshire Terrier,,11230,7/26/18,8/22/19,2018
87690,VINNY,M,2018,Shih Tzu Crossbreed,,11230,7/27/18,7/27/19,2018
87697,DIZEL,M,2006,American Pit Bull Mix / Pit Bull Mix,,11230,7/27/18,7/27/19,2018
87923,MALIBU,M,2008,Cocker Spaniel,,11230,7/27/18,8/20/19,2018
88045,SNOOPY,F,2018,Shih Tzu Crossbreed,,11230,7/28/18,7/28/19,2018
88239,RACHEL,F,2011,Unknown,,11230,7/30/18,9/6/19,2018
88267,DIZEL,M,2006,American Pit Bull Mix / Pit Bull Mix,,11230,7/30/18,7/30/19,2018
88391,CHANNEL,F,2015,Maltese,,11230,7/30/18,9/10/19,2018
88419,TEDDY,M,2012,Shih Tzu,,11230,7/30/18,9/7/19,2018
88439,OSCAR,M,2004,"Poodle, Toy",,11230,7/30/18,9/4/19,2018
88537,RAY,M,2013,American Pit Bull Mix / Pit Bull Mix,,11230,7/30/18,8/17/19,2018
89014,UNKNOWN,F,2017,American Pit Bull Mix / Pit Bull Mix,,11230,8/1/18,7/11/19,2018
89437,PRINCE,M,2015,Maltese,,11230,8/3/18,7/3/19,2018
89563,NAME,M,2017,Morkie,,11230,8/4/18,7/3/19,2018
89608,LEXI,F,2016,Shiba Inu,,11230,8/4/18,9/2/19,2018
89625,BASIL,M,2008,Unknown,,11230,8/4/18,8/4/19,2018
89695,BEAR,F,2007,Boxer,,11230,8/4/18,8/4/19,2018
89793,ROXY,F,2010,Jack Russell Terrier,,11230,8/5/18,9/24/19,2018
90298,BRUNO,M,2017,Labrador Retriever,,11230,8/6/18,7/16/19,2018
90520,GUERO,M,2017,Unknown,,11230,8/7/18,8/7/19,2018
90550,MIA,F,2007,Shih Tzu,,11230,8/8/18,8/30/19,2018
90710,KOUKLA,F,2006,"Poodle, Standard",,11230,8/9/18,9/29/21,2018
91025,TESLA,F,2015,Chihuahua Crossbreed,,11230,8/10/18,9/16/19,2018
91137,PITZY,M,2018,Miniature Australian Shepherd,,11230,8/11/18,8/11/19,2018
91204,UNKNOWN,M,2014,"Poodle, Miniature",,11230,8/12/18,8/12/19,2018
91250,DUNDEE,M,2018,Australian Cattle Dog,,11230,8/12/18,8/12/19,2018
91523,SNOW,F,2018,Dachshund Smooth Coat Miniature,,11230,8/14/18,8/14/19,2018
91572,NIKO,M,2014,Chihuahua Crossbreed,,11230,8/14/18,8/14/19,2018
92093,OZZIE,M,2018,Pomeranian,,11230,8/17/18,8/17/19,2018
92124,UNKNOWN,F,2018,Shih Tzu,,11230,8/17/18,8/17/19,2018
92760,LEIA,F,2011,American Pit Bull Mix / Pit Bull Mix,,11230,8/21/18,8/21/19,2018
92839,CHARLIE,M,2018,Bichon Frise Crossbreed,,11230,8/21/18,8/21/19,2018
92982,MAGGIE,F,2011,"Poodle, Miniature",,11230,8/22/18,8/23/19,2018
93295,FRODO,M,2018,Shih Tzu,,11230,8/23/18,8/23/19,2018
93422,MISSY,F,2007,Shih Tzu,,11230,8/24/18,9/29/19,2018
93571,PIMPEK,M,2018,Pomeranian,,11230,8/25/18,8/25/19,2018
93583,SUMMER,F,2016,Goldendoodle,,11230,8/25/18,6/27/19,2018
93736,BRANDON,M,2014,German Shepherd Crossbreed,,11230,8/26/18,7/10/19,2018
93930,PUCK,M,2004,Chihuahua,,11230,8/28/18,9/18/19,2018
93937,SNAPPLE,F,2004,Yorkshire Terrier,,11230,8/28/18,9/21/19,2018
94102,NAME NOT PROVIDED,M,2015,Terrier mix,,11230,8/28/18,7/21/19,2018
94110,KEPPY,F,2007,Yorkshire Terrier,,11230,8/28/18,9/21/19,2018
94764,KIM,F,2017,Pomeranian,,11230,8/31/18,7/3/19,2018
94801,FRANCIS,M,2005,Chihuahua,,11230,8/31/18,6/7/19,2018
95430,MAX,M,2017,Beagle,,11230,9/4/18,9/4/19,2018
95842,SPIKE,M,2009,Maltese Crossbreed,,11230,9/6/18,9/14/19,2018
96294,HAZEL,F,2015,Wire Fox Terrier,,11230,9/8/18,11/6/19,2018
96330,RODMAN,M,2014,Poodle,,11230,9/8/18,4/9/19,2018
96409,SNOWBALL,M,2018,Bichon Frise,,11230,9/9/18,9/9/19,2018
96490,THOR,M,2018,Chihuahua,,11230,9/10/18,9/9/24,2018
97087,VALENTINO,M,2015,"Poodle, Miniature",,11230,9/12/18,10/12/19,2018
97635,DAISY,F,2005,Unknown,,11230,9/14/18,9/17/19,2018
97671,DEXTER,M,2005,Unknown,,11230,9/14/18,9/17/19,2018
97736,OREO,F,2004,Boston Terrier,,11230,9/14/18,4/29/20,2018
97836,GOKU,M,2018,Pembroke Welsh Corgi,,11230,9/15/18,9/15/19,2018
97884,CYRUS,M,2015,Chihuahua,,11230,9/16/18,11/21/21,2018
97995,GRIZZLY,M,2013,Flat-Coated Retriever,,11230,9/16/18,9/16/23,2018
98012,GIGGLEBOTT,F,2017,Unknown,,11230,9/16/18,9/16/19,2018
98026,REN,M,2016,Chihuahua,,11230,9/16/18,10/29/19,2018
98036,PRADA,F,2007,Rottweiler Crossbreed,,11230,9/16/18,10/11/19,2018
98386,GLASHKA,F,2015,Dachshund Smooth Coat Miniature,,11230,9/18/18,9/18/19,2018
98639,LUSY,F,2010,Chihuahua,,11230,9/19/18,10/17/19,2018
98826,KD,M,2014,Unknown,,11230,9/20/18,9/20/19,2018
98853,ROXY,F,2012,Unknown,,11230,9/20/18,9/27/19,2018
99183,MYLO,M,2014,Basenji,,11230,9/22/18,9/30/19,2018
99235,LOBO,M,2009,Siberian Husky,,11230,9/22/18,9/22/23,2018
99319,CHARLIE,M,2008,Bichon Frise,,11230,9/23/18,1/24/19,2018
99416,ROXI,F,2018,Unknown,,11230,9/23/18,9/23/19,2018
99880,GINGER,F,2009,Golden Retriever,,11230,9/25/18,11/12/19,2018
100161,LADY,F,2013,German Shepherd Crossbreed,,11230,9/27/18,9/27/19,2018
100583,WILLOW,F,2007,Unknown,,11230,9/30/18,11/7/19,2018
100834,CHELSEA,M,2011,Shih Tzu,,11230,10/1/18,1/18/20,2018
100986,MAX,M,2016,Terrier Crossbreed,,11230,10/2/18,11/25/19,2018
101133,VALENTINE,F,2011,Border Collie,,11230,10/3/18,9/20/19,2018
101392,UNKNOWN,F,2011,Puggle,,11230,10/4/18,10/4/19,2018
101619,SHAYNA,F,2009,Maltese,,11230,10/5/18,10/28/19,2018
102258,BUGSY,M,2015,Shiba Inu,,11230,10/9/18,10/16/19,2018
102309,PENNY,F,2009,Unknown,,11230,10/9/18,11/15/21,2018
102327,PEPPER,F,2018,Maltese,,11230,10/9/18,10/9/19,2018
102402,NALA,F,2014,American Pit Bull Terrier/Pit Bull,,11230,10/10/18,11/28/19,2018
103003,DIAMONF,F,2004,Unknown,,11230,10/12/18,10/30/19,2018
103113,JOLENA,F,2010,West Highland White Terrier,,11230,10/13/18,8/28/19,2018
104286,CECELIA,F,2017,Pug,,11230,10/19/18,8/5/19,2018
104652,SASHA,F,2006,Unknown,,11230,10/21/18,11/30/19,2018
104653,MASYANYA,F,2017,Unknown,,11230,10/21/18,11/24/19,2018
104819,SWEET,F,2013,Unknown,,11230,10/22/18,10/8/19,2018
105112,FIFI,F,2017,Shih Tzu Crossbreed,,11230,10/23/18,10/9/19,2018
105292,HYMAN,M,2014,Shih Tzu Crossbreed,,11230,10/24/18,10/6/23,2018
105388,COCOA,M,2013,Yorkshire Terrier Crossbreed,,11230,10/24/18,10/24/19,2018
105591,LOUIS,M,2018,Shiba Inu Crossbreed,,11230,10/26/18,10/26/19,2018
105724,SOPHIE,F,2015,Cairn Terrier,,11230,10/26/18,9/29/19,2018
106144,POGO,M,2016,German Shepherd Crossbreed,,11230,10/29/18,11/15/19,2018
106174,ELSA,F,2008,Unknown,,11230,10/29/18,12/13/19,2018
106327,HARI,M,2002,Maltese,,11230,10/30/18,10/30/19,2018
106372,MARQUIS,M,2017,Catahoula Leopard Dog,,11230,10/30/18,10/30/19,2018
106405,SHADOW,F,2012,Australian Cattledog,,11230,10/30/18,4/12/19,2018
106687,JASMINE,F,2018,Labrador Retriever Crossbreed,,11230,11/1/18,11/1/19,2018
106932,DANG,M,2016,Maltese Crossbreed,,11230,11/2/18,11/10/19,2018
107399,GURT,M,2017,Unknown,,11230,11/4/18,9/7/19,2018
107419,FLUFFY,M,2017,Shih Tzu,,11230,11/5/18,11/5/19,2018
107632,SAMSON,M,2008,Cocker Spaniel,,11230,11/5/18,12/15/20,2018
107756,SOFIE,F,2011,Chihuahua,,11230,11/5/18,9/4/19,2018
108024,NAME NOT PROVIDED,F,2013,Yorkshire Terrier,,11230,11/7/18,11/19/19,2018
108028,OBI,M,2005,Jack Russell Terrier,,11230,11/7/18,11/24/19,2018
108110,SQUASH,F,2011,Unknown,,11230,11/8/18,12/28/19,2018
108197,MAXI,M,2008,Shih Tzu,,11230,11/8/18,12/30/19,2018
108436,LIGHTENING,M,2014,Jack Russell Terrier,,11230,11/9/18,11/24/19,2018
108644,PEPPER,M,2006,Cocker Spaniel,,11230,11/10/18,12/24/19,2018
109343,JACK,M,2017,Shetland Sheepdog,,11230,11/14/18,7/28/19,2018
109384,ARCHIE,M,2015,Labrador Retriever,,11230,11/14/18,12/20/19,2018
109937,MANGO,F,2018,Wire Fox Terrier,,11230,11/17/18,11/17/19,2018
110012,LEO,M,2011,Unknown,,11230,11/18/18,11/28/23,2018
110062,JACO,M,2016,Yorkshire Terrier,,11230,11/18/18,11/25/19,2018
110162,UNKNOWN,M,2017,Terrier Crossbreed,,11230,11/19/18,11/19/19,2018
110511,SONNY,M,2011,Boston Terrier,,11230,11/21/18,12/20/19,2018
111348,UNKNOWN,M,2018,Yorkshire Terrier,,11230,11/27/18,11/27/19,2018
111440,TRUMP,M,2018,Yorkshire Terrier,,11230,11/27/18,11/27/19,2018
111808,LABORA,M,2018,Chihuahua,,11230,11/29/18,11/29/19,2018
111872,ARTHUR,M,2013,Collie,,11230,11/30/18,12/17/19,2018
112111,TAZ,M,2006,Unknown,,11230,11/30/18,10/30/19,2018
112547,TOTO,M,2007,Cairn Terrier,,11230,12/3/18,1/21/20,2018
113053,LOLA,F,2018,Yorkshire Terrier,,11230,12/5/18,12/5/19,2018
113114,STELZER,M,2018,Havanese,,11230,12/6/18,12/6/19,2018
113332,POTYOMKIN,M,2001,Unknown,,11230,12/7/18,1/2/20,2018
113366,DEZY,F,2005,Pug,,11230,12/7/18,12/30/19,2018
113616,ROGER,M,2018,Shepard Crossbreed,,11230,12/9/18,12/9/19,2018
113985,JUNO,F,2017,Australian Cattledog,,11230,12/11/18,12/11/19,2018
114133,FLUFFY,M,2015,Shih Tzu,,11230,12/11/18,12/11/19,2018
114228,OHIO,M,2012,Yorkshire Terrier,,11230,12/12/18,2/5/20,2018
114270,CHONNY,M,2015,Great Pyrenees,,11230,12/12/18,12/12/19,2018
114390,LACEY,F,2011,Unknown,,11230,12/13/18,1/3/20,2018
114461,MADISON,F,2014,Unknown,,11230,12/13/18,12/13/19,2018
115178,STAR,M,2005,"Poodle, Miniature",,11230,12/17/18,12/15/21,2018
115372,SAMUEL,M,2018,Yorkshire Terrier,,11230,12/18/18,12/18/19,2018
116106,CELY,F,2017,Jack Russell Terrier Crossbreed,,11230,12/22/18,12/22/19,2018
116376,PENNY,F,2011,Maltese,,11230,12/25/18,2/11/21,2018
116377,TIGER,M,2004,Yorkshire Terrier,,11230,12/25/18,3/29/21,2018
116478,BUDDY,M,2016,Lhasa Apso,,11230,12/26/18,11/13/19,2018
116581,ARCHIE,M,2009,Cocker Spaniel,,11230,12/26/18,1/13/20,2018
116786,ANNIE,F,2005,Golden Retriever,,11230,12/27/18,10/30/19,2018
116810,BAILEY,F,2017,Labrador Retriever Crossbreed,,11230,12/28/18,12/28/20,2018
116907,NAME,F,2018,Boston Terrier,,11230,12/28/18,12/28/19,2018
47018,CHARLIE,M,2008,Unknown,,11231,1/2/18,2/18/19,2018
47327,CLEMENTINE,F,2012,Border Collie Crossbreed,,11231,1/3/18,1/3/20,2018
47447,LUNA,F,2010,Unknown,,11231,1/4/18,2/28/18,2018
47514,SESAME,F,2016,Dachshund Crossbreed,,11231,1/5/18,11/4/18,2018
47523,OLLIE,M,2005,Wheaton Terrier,,11231,1/5/18,9/30/18,2018
47567,WILLOW,F,2008,Unknown,,11231,1/6/18,1/19/19,2018
47630,TRIXIE,F,2008,Unknown,,11231,1/6/18,1/19/19,2018
47715,ELLIE,F,2010,Shih Tzu,,11231,1/7/18,1/11/19,2018
47732,GIZMO,M,2009,French Bulldog,,11231,1/8/18,1/8/19,2018
48049,JAZZY,F,2009,Unknown,,11231,1/10/18,2/16/20,2018
48167,LOLA,F,2013,Rhodesian Ridgeback,,11231,1/10/18,1/10/23,2018
48177,MITSU,F,2011,Japanese Chin/Spaniel,,11231,1/10/18,3/3/20,2018
48178,BRIGID,F,2008,Unknown,,11231,1/10/18,12/23/18,2018
48184,TEAK,F,2016,German Shepherd Dog,,11231,1/10/18,1/10/21,2018
48223,TYSON,M,2013,American Pit Bull Terrier/Pit Bull,,11231,1/11/18,1/11/19,2018
48244,CHICO,M,2012,Bichon Frise,,11231,1/11/18,1/10/19,2018
48259,ROXY,F,2013,American Bully,,11231,1/11/18,12/7/18,2018
48266,RICKY,M,2009,Yorkshire Terrier,,11231,1/11/18,2/21/19,2018
48344,MALAKAI,M,2004,Unknown,,11231,1/12/18,2/28/19,2018
48512,CHEYENNE,F,2015,Unknown,,11231,1/13/18,2/26/19,2018
49000,ERNEST,M,2010,"Bull Dog, French",,11231,1/16/18,3/11/19,2018
49012,PUMA,M,2015,"Poodle, Miniature",,11231,1/16/18,2/24/19,2018
49054,FREDDIE,M,2015,Goldendoodle,,11231,1/17/18,1/27/19,2018
49186,PIPPA,F,2016,Siberian Husky,,11231,1/17/18,1/17/20,2018
49212,NAME NOT PROVIDED,M,2014,Shih Tzu,,11231,1/17/18,12/13/18,2018
49247,HARPER,F,2003,Jack Russell Terrier,,11231,1/17/18,1/27/19,2018
49501,MOLLY,F,2006,English Springer Spaniel,,11231,1/18/18,2/17/19,2018
49602,KARA,F,2016,American Pit Bull Mix / Pit Bull Mix,,11231,1/19/18,1/30/19,2018
49633,CUZA,F,2016,Jack Russell Terrier Crossbreed,,11231,1/19/18,1/19/22,2018
49993,DACHSHUND,M,2017,Dachshund Smooth Coat Miniature,,11231,1/22/18,1/22/19,2018
50012,JIMMY,M,2017,American Pit Bull Mix / Pit Bull Mix,,11231,1/22/18,1/22/23,2018
50156,RAVEN,F,2013,Pomeranian,,11231,1/22/18,2/10/19,2018
50292,PACO,M,2017,Unknown,,11231,1/23/18,1/23/19,2018
50613,TUKA,M,2013,Shiba Inu Crossbreed,,11231,1/25/18,1/25/19,2018
50619,PACO,M,2011,Australian Cattledog,,11231,1/25/18,2/21/23,2018
50799,MAISIE,F,2015,Labrador Retriever Crossbreed,,11231,1/26/18,1/6/19,2018
50819,THOR,M,2012,Norwegian Elkhound,,11231,1/26/18,3/11/19,2018
50867,PIPPET,F,2017,Terrier mix,,11231,1/26/18,1/26/19,2018
50998,ARCHER,M,2016,Beagle Crossbreed,,11231,1/27/18,1/27/19,2018
51096,BASEL,M,2015,Beagle Crossbreed,,11231,1/28/18,2/5/19,2018
51291,OLIVE,F,2013,Chihuahua,,11231,1/29/18,3/8/19,2018
51314,MAZZY,F,2011,Beagle Crossbreed,,11231,1/29/18,1/9/19,2018
51584,PENNY,F,2009,Labrador Retriever Crossbreed,,11231,1/30/18,12/15/19,2018
51748,SKY,F,2004,Labrador Retriever,,11231,1/31/18,2/28/19,2018
51776,PEPITA,F,2016,Chihuahua,,11231,1/31/18,12/18/18,2018
51824,ROCKET,M,2006,American Pit Bull Mix / Pit Bull Mix,,11231,2/1/18,12/1/18,2018
51940,MOE,M,2017,Morkie,,11231,2/1/18,2/1/19,2018
52085,HITCHCOCK,M,2017,Chihuahua Crossbreed,,11231,2/3/18,2/3/19,2018
52192,HITCHCOCK,M,2017,Chihuahua Crossbreed,,11231,2/3/18,2/3/19,2018
52346,BISCUIT,M,2011,Shih Tzu,,11231,2/5/18,1/18/20,2018
52430,GINGER,F,2012,"Schnauzer, Miniature",,11231,2/5/18,3/25/19,2018
52735,PIPPA,F,2012,Labrador Retriever,,11231,2/6/18,3/30/20,2018
52969,CLIFF,M,2017,Unknown,,11231,2/7/18,2/7/19,2018
52981,PAPI,M,2008,Maltese,,11231,2/7/18,3/10/19,2018
53442,DIEGO,M,2015,Havanese,,11231,2/9/18,2/25/19,2018
53697,OPIE,M,2012,Unknown,,11231,2/11/18,1/12/19,2018
53785,VESPER,F,2012,Boston Terrier,,11231,2/11/18,2/3/19,2018
53878,STEVIE,M,2011,Pekingese,,11231,2/12/18,10/22/19,2018
53911,FRANKLIN,M,2016,Beagle Crossbreed,,11231,2/12/18,2/12/19,2018
54292,GIZMO,M,2007,Unknown,,11231,2/13/18,1/9/19,2018
54385,LANDON,M,2010,Unknown,,11231,2/13/18,4/7/19,2018
54390,JACKSON,F,2013,Labrador Retriever Crossbreed,,11231,2/13/18,1/4/19,2018
54491,SOPHIE,F,2001,Labrador Retriever Crossbreed,,11231,2/14/18,3/30/19,2018
54549,HAVANA,F,2011,"Bull Dog, French",,11231,2/14/18,1/27/19,2018
54604,FRASIER,M,2013,Brussels Griffon,,11231,2/14/18,3/25/19,2018
54997,BROOKLYN,F,2012,Doberman Pinscher,,11231,2/16/18,1/23/19,2018
55077,CHIPO,F,2006,Jack Russell Terrier,,11231,2/17/18,3/12/20,2018
55226,DAISY,F,2017,Chihuahua Crossbreed,,11231,2/19/18,2/19/19,2018
55260,ARCHIE,M,2017,Chihuahua,,11231,2/19/18,2/19/19,2018
55277,RUBY,F,2010,Greyhound,,11231,2/19/18,3/15/19,2018
55282,HARLOWE,F,2010,Staffordshire Bull Terrier,,11231,2/19/18,2/19/20,2018
55540,NOVIMBA,F,2014,Shih Tzu,,11231,2/20/18,2/26/19,2018
55565,JADA,F,2016,Beagle Crossbreed,,11231,2/20/18,2/20/20,2018
55576,CHETO,M,2009,Poodle,,11231,2/21/18,3/4/19,2018
55577,WINSTON,M,2010,"Bull Dog, English",,11231,2/21/18,1/28/19,2018
55578,BITTY,F,2008,Unknown,,11231,2/21/18,3/18/19,2018
55645,QUEEN,F,2015,American Pit Bull Mix / Pit Bull Mix,,11231,2/21/18,2/21/19,2018
55749,ROCKY,M,2009,Siberian Husky,,11231,2/21/18,3/28/19,2018
55758,DOC,M,1996,"Schnauzer, Giant",,11231,2/21/18,3/30/19,2018
56221,LENNY,M,2017,Goldendoodle,,11231,2/24/18,2/24/19,2018
56564,ANDRE,M,2017,German Shepherd Dog,,11231,2/26/18,4/4/19,2018
56565,PHARAH,F,2016,Labrador Retriever Crossbreed,,11231,2/26/18,3/10/23,2018
56613,SPANKY,M,2007,Yorkshire Terrier,,11231,2/26/18,1/3/19,2018
57005,FRENCH,F,2016,French Bulldog,,11231,2/28/18,4/11/19,2018
57246,ROCCO,M,2015,French Bulldog,,11231,3/1/18,2/22/19,2018
57298,UNKNOWN,M,2017,Miniature Pinscher,,11231,3/1/18,3/1/19,2018
57334,DUKE,M,2009,Unknown,,11231,3/1/18,5/13/19,2018
57489,SAKI,F,2015,"Schnauzer, Miniature",,11231,3/2/18,2/1/19,2018
57596,SAMANTHA,F,2016,Terrier mix,,11231,3/2/18,3/2/19,2018
57652,ANTONIO,M,2017,German Shepherd Crossbreed,,11231,3/3/18,3/3/19,2018
57802,BROOKLYN,M,2008,Chinese Shar-Pei,,11231,3/4/18,3/4/19,2018
57827,TONY,M,2017,Bullmastiff,,11231,3/4/18,3/4/19,2018
57854,FREDDIE,F,2012,Unknown,,11231,3/4/18,2/2/19,2018
57981,BILLIE,F,2009,Collie Crossbreed,,11231,3/5/18,3/5/19,2018
58109,OLIVER,M,2013,English Springer Spaniel,,11231,3/5/18,3/8/19,2018
58117,SAMMY,M,2016,Bluetick Coonhound,,11231,3/5/18,4/7/19,2018
58233,DOMINO,F,2006,Unknown,,11231,3/5/18,4/20/19,2018
58348,SODA,F,2016,Australian Shepherd,,11231,3/6/18,4/19/19,2018
58554,BABY,M,2009,Maltese,,11231,3/6/18,3/15/20,2018
58701,CHOCTAW,M,2015,Catahoula Leopard Dog,,11231,3/7/18,4/18/19,2018
58761,TILLY,F,2017,Labrador Retriever Crossbreed,,11231,3/7/18,3/7/19,2018
58781,KODIE,M,2017,Siberian Husky,,11231,3/7/18,3/7/19,2018
58820,BABOO,F,2003,Yorkshire Terrier,,11231,3/8/18,4/28/19,2018
58856,HASKELL,M,2015,Irish Setter,,11231,3/8/18,3/2/19,2018
58925,NONE,F,2017,Poodle Crossbreed,,11231,3/8/18,3/8/19,2018
59112,BAILEY,M,2014,Silky Terrier,,11231,3/9/18,3/2/19,2018
59241,MIA,F,2010,Yorkshire Terrier,,11231,3/9/18,4/22/19,2018
59246,RINGO,M,2001,Unknown,,11231,3/9/18,4/28/19,2018
59416,TYSON,M,2009,American Staffordshire Terrier,,11231,3/10/18,4/29/19,2018
59487,COCO,M,2015,Poodle,,11231,3/11/18,4/12/19,2018
59492,FINN,M,2010,Newfoundland,,11231,3/11/18,3/25/19,2018
59588,BETSY,M,2005,Unknown,,11231,3/12/18,4/29/19,2018
59659,THEO,M,2018,Cavalier King Charles Spaniel,,11231,3/12/18,3/12/19,2018
59759,DUKE,M,2014,"Poodle, Miniature",,11231,3/12/18,4/20/19,2018
59966,CANADA,F,2004,Unknown,,11231,3/13/18,4/29/19,2018
60322,POPPY,F,2012,Bull Terrier,,11231,3/14/18,4/28/19,2018
60433,RUFUS,M,2011,German Shepherd Dog,,11231,3/15/18,3/15/19,2018
60462,ROSCOE,M,2018,Shiba Inu,,11231,3/15/18,3/15/19,2018
60570,OSCAR,M,2016,Chihuahua,,11231,3/15/18,3/15/19,2018
60723,WYATT,M,2011,Chihuahua Crossbreed,,11231,3/16/18,3/16/19,2018
60748,CHAPO,M,2015,Jack Russell Terrier,,11231,3/16/18,2/22/19,2018
60952,TACO,M,2017,Poodle Crossbreed,,11231,3/18/18,3/18/19,2018
61485,CHOMPSKY,F,2010,American Pit Bull Terrier/Pit Bull,,11231,3/20/18,2/14/19,2018
61548,JAKE,M,2010,Shih Tzu,,11231,3/20/18,4/18/19,2018
61606,CHIQUITA,F,2012,Chihuahua,,11231,3/21/18,5/1/19,2018
61744,HETTIE,F,2015,Shih Tzu,,11231,3/21/18,2/23/19,2018
61826,RUBY,F,2012,Beagle Crossbreed,,11231,3/22/18,4/26/20,2018
62066,TUFFY,M,2011,Yorkshire Terrier,,11231,3/23/18,3/23/21,2018
62418,CHARLIE,M,2018,Goldendoodle,,11231,3/26/18,3/26/19,2018
62518,TOCCATA,F,1993,"Schnauzer, Giant",,11231,3/27/18,3/29/19,2018
62526,SADIE,F,2001,"Schnauzer, Giant",,11231,3/27/18,4/29/19,2018
62726,AMELIE,F,2017,"Poodle, Toy",,11231,3/28/18,3/28/23,2018
62748,THOMAS,M,2017,Unknown,,11231,3/28/18,3/28/19,2018
62868,ALFIE,M,2015,Anatolian Shepherd Dog,,11231,3/29/18,4/27/19,2018
63014,POLO,M,2017,Maltese Crossbreed,,11231,3/29/18,3/29/19,2018
63133,LUNA,F,2017,"Coonhound, Black and Tan",,11231,3/30/18,3/30/19,2018
63231,SCUFFY,M,2010,Pekingese,,11231,3/30/18,7/18/19,2018
63555,MIA,F,2017,Morkie,,11231,4/1/18,4/1/19,2018
63639,HONEY,F,2016,Labrador Retriever,,11231,4/2/18,3/8/19,2018
63653,BENJI,M,2012,Shih Tzu,,11231,4/2/18,4/29/19,2018
63707,NOGGIN,M,2011,Whippet,,11231,4/2/18,5/14/20,2018
64168,NAYA,F,2014,Labrador Retriever Crossbreed,,11231,4/4/18,5/21/19,2018
64264,SIMON,M,2011,Labrador Retriever,,11231,4/4/18,3/4/22,2018
64427,VIOLET,F,2016,Labrador Retriever,,11231,4/5/18,5/15/19,2018
64461,CHARLIE,M,2008,Cavalier King Charles Spaniel,,11231,4/5/18,4/25/19,2018
64509,SHAY,M,2006,German Shepherd Crossbreed,,11231,4/6/18,8/30/18,2018
64515,RUBY,F,2012,Unknown,,11231,4/6/18,5/13/19,2018
64665,HUDSON,M,2007,Jack Russell Terrier,,11231,4/7/18,4/7/19,2018
64748,FRANKIE,F,2006,Wheaton Terrier,,11231,4/7/18,5/30/19,2018
64766,OREO,M,2005,Shih Tzu,,11231,4/7/18,3/24/20,2018
64773,BIANCA,F,2005,Cotton De Tulear,,11231,4/7/18,3/16/19,2018
64861,TROTSKI,M,2004,Unknown,,11231,4/8/18,5/30/19,2018
64864,NEWTON,M,2013,Unknown,,11231,4/8/18,1/29/23,2018
64880,AKASHI,M,2016,Jack Russell Terrier Crossbreed,,11231,4/8/18,4/8/23,2018
65359,UBBZY,M,2008,Pug,,11231,4/9/18,5/8/19,2018
65429,SHADOW,F,2004,Unknown,,11231,4/10/18,8/30/18,2018
65438,ANNABELLE,F,2014,Labrador Retriever Crossbreed,,11231,4/10/18,5/13/19,2018
65476,BUG,M,2007,Puggle,,11231,4/10/18,4/18/19,2018
65600,EVEREST,M,2006,Unknown,,11231,4/10/18,4/5/19,2018
