RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
108823,MISHA,F,2004,Unknown,,11211,11/12/18,11/30/19,2018
108926,NAME NOT PROVIDED,M,118,Bichon Frise,,11211,11/12/18,11/12/19,2018
109194,LOKI,M,2018,"Jindo Dog, Korea",,11211,11/13/18,11/13/19,2018
109469,SILAS,M,2014,Golden Retriever,,11211,11/14/18,11/14/19,2018
109504,BARNABEE,M,2014,Boxer,,11211,11/15/18,11/7/19,2018
109782,BATMAN,F,2015,Doberman Pinscher,,11211,11/16/18,12/21/18,2018
110091,REX,M,2014,Terrier Crossbreed,,11211,11/19/18,10/30/19,2018
110203,CHARLIE,M,2018,Cavalier King Charles Spaniel,,11211,11/19/18,11/19/19,2018
110308,COOKIE,M,2011,Poodle,,11211,11/20/18,9/14/19,2018
110430,BLANCHE,F,2017,French Bulldog,,11211,11/21/18,6/13/19,2018
110460,UNKNOWN,F,2014,Unknown,,11211,11/21/18,11/21/19,2018
110474,SADIE,F,2009,Unknown,,11211,11/21/18,11/6/19,2018
110549,HORCHATA,F,2007,Chihuahua,,11211,11/22/18,11/22/19,2018
110558,LUCY,F,2012,Poodle Crossbreed,,11211,11/22/18,11/22/19,2018
110566,BANKSY,M,2018,Pomeranian,,11211,11/23/18,11/23/19,2018
110820,CLAUDETTE,F,2018,Brussels Griffon Crossbreed,,11211,11/24/18,11/24/19,2018
110975,SUKI,F,2010,Labrador Retriever Crossbreed,,11211,11/25/18,11/25/19,2018
111127,UNKNOWN,M,2018,Pomeranian,,11211,11/26/18,11/26/19,2018
111135,SAWYER,M,2014,German Shepherd Dog,,11211,11/26/18,9/21/20,2018
111308,KATO,M,2011,Jack Russell Terrier,,11211,11/27/18,9/17/19,2018
111346,AUTUMN,F,2018,Pomsky,,11211,11/27/18,11/27/19,2018
111661,MONTY,M,2017,German Shepherd Crossbreed,,11211,11/28/18,11/28/19,2018
111721,HANK,M,2009,American Pit Bull Mix / Pit Bull Mix,,11211,11/29/18,9/29/19,2018
111759,BARNEY,M,2015,Havanese,,11211,11/29/18,9/20/19,2018
111906,LUCY,F,2016,Terrier Crossbreed,,11211,11/30/18,11/30/19,2018
111946,BUDDY,M,2016,Labrador Retriever,,11211,11/30/18,12/4/19,2018
111948,VINO,M,2010,Chihuahua,,11211,11/30/18,1/17/19,2018
112082,KASPUR,M,2011,American Eskimo dog,,11211,11/30/18,12/8/19,2018
112114,GIZMO,M,2005,Unknown,,11211,11/30/18,11/29/19,2018
112182,ELWOOD,M,2014,Newfoundland,,11211,12/1/18,10/30/19,2018
112233,PHIL,M,2015,Border Collie Crossbreed,,11211,12/1/18,3/26/20,2018
112361,TROLL,M,2018,Terrier Crossbreed,,11211,12/2/18,12/2/19,2018
112403,CHICO,M,2017,Terrier mix,,11211,12/3/18,12/3/19,2018
112663,WINSTON,M,2012,Labrador Retriever,,11211,12/3/18,12/3/19,2018
112744,TEDDY,M,2009,Yorkshire Terrier Crossbreed,,11211,12/4/18,12/4/23,2018
112747,BERLIN,F,2018,Labradoodle,,11211,12/4/18,12/4/19,2018
112826,TSERETELI,F,2017,Yorkshire Terrier,,11211,12/4/18,11/17/19,2018
112941,MAVE,F,2016,Irish Wolfhound,,11211,12/5/18,12/5/19,2018
113026,PHOEBE,F,2018,Morkie,,11211,12/5/18,12/5/19,2018
113091,CANDY,F,2013,Chihuahua,,11211,12/5/18,10/26/19,2018
113117,PACO,M,2012,Boston Terrier,,11211,12/6/18,5/3/20,2018
113231,TERRA,F,2014,Unknown,,11211,12/6/18,12/6/19,2018
113471,LEROY,M,2018,Australian Cattledog,,11211,12/8/18,12/8/19,2018
113605,ALVIN,M,2017,Chihuahua,,11211,12/9/18,12/9/19,2018
113791,ZIGGY,M,2017,Terrier Crossbreed,,11211,12/10/18,12/10/19,2018
113838,ROSEY,F,2012,Unknown,,11211,12/10/18,1/28/20,2018
113908,MAMBO,M,2008,Chihuahua,,11211,12/10/18,11/23/19,2018
113969,EMMA,F,2011,Unknown,,11211,12/11/18,10/1/19,2018
114063,FOX,M,2017,Chihuahua,,11211,12/11/18,12/11/19,2018
114101,TZIMAS,M,2018,Shih Tzu,,11211,12/11/18,12/11/19,2018
114240,MARBLES,M,2018,Goldendoodle,,11211,12/12/18,12/12/19,2018
114654,PENELOPE,F,2018,Cavalier King Charles Spaniel,,11211,12/14/18,12/14/20,2018
114739,OLIVIA,F,2016,Beagle Crossbreed,,11211,12/15/18,12/15/21,2018
114789,CRICKET,M,2017,Chihuahua,,11211,12/16/18,12/16/19,2018
114803,CHLOE,F,2008,Pug,,11211,12/16/18,1/21/20,2018
115187,FRANKIE,F,2014,Dachshund,,11211,12/17/18,1/28/23,2018
115326,HAZEL,F,2015,American Pit Bull Terrier/Pit Bull,,11211,12/18/18,12/1/19,2018
115429,OLIVER,M,2013,Terrier mix,,11211,12/18/18,12/18/19,2018
115430,FITZROY,M,2018,Rhodesian Ridgeback,,11211,12/18/18,12/18/19,2018
115502,ROCCO,M,2014,Terrier mix,,11211,12/18/18,12/18/21,2018
115560,FRECKLES,F,2010,Terrier mix,,11211,12/19/18,12/19/19,2018
115643,SCOTTIE,M,2008,West High White Terrier,,11211,12/19/18,10/8/19,2018
115687,MR.,M,2005,Unknown,,11211,12/19/18,12/30/19,2018
115804,ANCIONE,M,2016,Labrador Retriever,,11211,12/20/18,1/14/20,2018
115920,ZELDA,F,2014,American Pit Bull Mix / Pit Bull Mix,,11211,12/21/18,1/16/24,2018
115953,TOBY,M,2016,Cocker Spaniel,,11211,12/21/18,10/12/19,2018
116247,MIGO,M,2017,Labrador Retriever Crossbreed,,11211,12/23/18,12/23/19,2018
116264,GIGI,F,2011,Chihuahua,,11211,12/24/18,1/3/20,2018
116277,UNKNOWN,M,2018,Poodle Crossbreed,,11211,12/24/18,12/24/19,2018
116303,FIFI,F,2011,Chihuahua,,11211,12/24/18,1/3/20,2018
116344,UNKNOWN,M,2018,Pug,,11211,12/24/18,12/24/19,2018
116564,COOPER,M,2013,"Poodle, Miniature",,11211,12/26/18,12/25/19,2018
116895,CONSUELA,F,2010,Pug,,11211,12/28/18,12/28/19,2018
116915,MISIO,M,2017,German Shepherd Crossbreed,,11211,12/28/18,12/31/20,2018
116916,SHIBA,F,2017,Shiba Inu,,11211,12/28/18,1/4/20,2018
116961,WILSON,M,2013,Golden Retriever,,11211,12/28/18,12/28/20,2018
116965,RAINY,F,2010,Unknown,,11211,12/28/18,12/28/19,2018
117032,KIWI,F,2010,American Staffordshire Terrier,,11211,12/29/18,2/9/20,2018
117047,PAVI,M,2011,American Pit Bull Terrier/Pit Bull,,11211,12/29/18,2/6/20,2018
47010,JAXX,M,2015,Jack Russell Terrier Crossbreed,,11212,1/2/18,1/2/19,2018
47058,NOT,M,2017,Maltipoo,,11212,1/2/18,1/2/19,2018
47089,SAGE,F,2017,American Pit Bull Mix / Pit Bull Mix,,11212,1/3/18,1/3/19,2018
47484,TURTLE,M,2016,Maltese,,11212,1/5/18,1/16/19,2018
47689,NAME,F,2017,Shih Tzu Crossbreed,,11212,1/7/18,1/7/19,2018
47761,WAGS,M,2017,Unknown,,11212,1/8/18,1/8/19,2018
48573,CAESAR,M,2016,American Pit Bull Terrier/Pit Bull,,11212,1/13/18,1/13/19,2018
49410,POOCHIE,M,2017,Unknown,,11212,1/18/18,1/18/19,2018
49657,BLUE,M,2016,Siberian Husky,,11212,1/19/18,1/21/19,2018
50061,TORRIN,F,2016,Cane Corso,,11212,1/22/18,1/22/19,2018
50493,MOLLY,F,2014,American Pit Bull Mix / Pit Bull Mix,,11212,1/24/18,1/24/19,2018
50805,TEDDY,M,2012,Brussels Griffon Crossbreed,,11212,1/26/18,1/26/19,2018
50866,PRINCESS,F,2016,American Pit Bull Mix / Pit Bull Mix,,11212,1/26/18,1/26/19,2018
50914,PLUTO,F,2017,Labrador Retriever Crossbreed,,11212,1/27/18,1/27/19,2018
50923,ZAC,M,2014,Bichon Frise Crossbreed,,11212,1/27/18,1/27/20,2018
50954,ZARA,F,2015,Yorkshire Terrier Crossbreed,,11212,1/27/18,1/27/20,2018
50963,ROCKY,M,2009,Unknown,,11212,1/27/18,1/28/19,2018
51109,SCRAPPY,M,2009,American Pit Bull Terrier/Pit Bull,,11212,1/28/18,1/28/19,2018
51461,LILLY,F,2015,Unknown,,11212,1/30/18,1/30/19,2018
51519,SPHINX,F,2009,Jack Russell Terrier,,11212,1/30/18,12/6/18,2018
51538,ROBIN,F,2014,Unknown,,11212,1/30/18,1/29/19,2018
51667,TINGER,M,2011,Yorkshire Terrier Crossbreed,,11212,1/30/18,1/30/19,2018
51952,BIBI,M,2017,Shih Tzu,,11212,2/2/18,2/2/19,2018
51996,DRIZZZY,M,2009,Shih Tzu,,11212,2/2/18,11/14/19,2018
52331,CHOCO,M,2017,American Pit Bull Mix / Pit Bull Mix,,11212,2/4/18,2/4/19,2018
52544,ALANNAH,F,2017,Yorkshire Terrier,,11212,2/5/18,2/5/19,2018
53493,SANDYPOOPOO,F,2012,Unknown,,11212,2/10/18,2/20/19,2018
53873,JAKE,M,2017,Cocker Spaniel Crossbreed,,11212,2/12/18,2/12/19,2018
54061,NAME,M,2017,Shih Tzu,,11212,2/12/18,2/12/19,2018
54434,JAKE,M,2012,Maltese,,11212,2/14/18,12/30/18,2018
54485,BENJI,M,2017,Unknown,,11212,2/14/18,2/14/19,2018
54599,TJ,M,2011,Chihuahua,,11212,2/14/18,2/17/19,2018
54613,JAYCEON,M,2017,Yorkshire Terrier,,11212,2/14/18,2/14/19,2018
54673,DOOGGEE,M,2007,American Pit Bull Terrier/Pit Bull,,11212,2/15/18,1/20/20,2018
55179,COCO,M,2010,Shih Tzu Crossbreed,,11212,2/18/18,2/18/19,2018
55767,LITTLE,M,2016,Unknown,,11212,2/21/18,2/21/19,2018
55848,LOVELY,F,2015,Shih Tzu,,11212,2/22/18,2/22/19,2018
55933,ROXY,F,2015,Cairn Terrier,,11212,2/22/18,2/22/19,2018
56105,CJ,M,2017,Yorkshire Terrier,,11212,2/23/18,2/23/19,2018
56392,NAME,F,2017,Shih Tzu,,11212,2/25/18,2/25/19,2018
56492,PASHA,F,2016,German Shepherd Dog,,11212,2/26/18,4/3/19,2018
56495,ARKO,M,2016,German Shepherd Dog,,11212,2/26/18,2/21/19,2018
56658,TARRA,F,2008,Unknown,,11212,2/27/18,4/14/19,2018
56738,ROMEO,M,2017,American Pit Bull Mix / Pit Bull Mix,,11212,2/27/18,2/27/19,2018
56824,PANCHO,M,2009,Poodle Crossbreed,,11212,2/27/18,4/15/19,2018
56911,TINKIE,F,2008,Papillon,,11212,2/27/18,4/15/19,2018
57165,GINGER,F,2013,Shih Tzu,,11212,2/28/18,4/23/21,2018
57592,BENTLEY,M,2017,Shih Tzu,,11212,3/2/18,3/2/23,2018
57595,NONE,F,2017,Morkie,,11212,3/2/18,3/2/19,2018
58040,ZAYN,M,2012,Poodle,,11212,3/5/18,3/5/21,2018
58354,NEVILLE,M,2017,Boston Terrier,,11212,3/6/18,3/6/19,2018
58474,SAMSON,M,2015,Rottweiler,,11212,3/6/18,3/23/19,2018
58539,TIFFANY,F,2010,Unknown,,11212,3/6/18,3/6/19,2018
58548,CHAMP,F,2003,Chihuahua,,11212,3/6/18,3/22/19,2018
58676,TEDDY,M,2014,Rottweiler,,11212,3/7/18,4/16/19,2018
58699,FLIPPER,M,2017,Unknown,,11212,3/7/18,3/7/19,2018
58748,SKITTLES,F,2017,Labrador Retriever,,11212,3/7/18,3/3/19,2018
59061,COOPER,M,2010,Maltese,,11212,3/9/18,11/28/18,2018
59071,SPARKY,M,2007,Unknown,,11212,3/9/18,4/23/19,2018
59258,BUD,F,2005,Unknown,,11212,3/9/18,11/28/18,2018
59411,TREY,M,2016,Chihuahua,,11212,3/10/18,3/10/19,2018
59653,KAIN,M,2017,Yorkshire Terrier,,11212,3/12/18,3/12/19,2018
59717,NAME,M,2017,Puggle,,11212,3/12/18,3/12/19,2018
60456,SHAKESPEARE,M,2011,Pekingese,,11212,3/15/18,3/15/19,2018
60818,LILLY,F,2016,Unknown,,11212,3/17/18,3/17/19,2018
61113,MABIBA,M,2009,Dachshund,,11212,3/19/18,5/2/19,2018
61226,PENNY,F,2014,Chihuahua Crossbreed,,11212,3/19/18,3/19/19,2018
61328,EMORY,F,2012,Chihuahua,,11212,3/19/18,5/2/19,2018
61976,KODI,F,2009,Yorkshire Terrier,,11212,3/23/18,3/1/19,2018
62043,ROBINSON,M,2017,Yorkshire Terrier,,11212,3/23/18,3/23/19,2018
62259,LOLA,F,2017,Shih Tzu,,11212,3/25/18,3/25/19,2018
62857,NOT,M,2017,Poodle,,11212,3/29/18,3/29/19,2018
62881,SANTOS,F,2017,Maltese Crossbreed,,11212,3/29/18,3/29/19,2018
63277,BUTTONS,F,2015,Shih Tzu Crossbreed,,11212,3/31/18,2/18/19,2018
63454,ISABELLA,F,2017,Yorkshire Terrier,,11212,4/1/18,4/1/19,2018
63792,ACE,M,2017,Unknown,,11212,4/2/18,4/2/19,2018
63856,BELLA,F,2015,Yorkshire Terrier,,11212,4/3/18,4/3/19,2018
64152,SCARLETT,F,2012,Maltese,,11212,4/4/18,4/4/19,2018
64242,CHINA,F,2015,Unknown,,11212,4/4/18,4/4/19,2018
64626,UNKNOWN,M,2017,Yorkshire Terrier,,11212,4/6/18,4/6/19,2018
64701,BULLETT,M,2017,American Pit Bull Terrier/Pit Bull,,11212,4/7/18,4/7/19,2018
64730,WOLFIE,M,2014,Poodle,,11212,4/7/18,4/7/20,2018
64986,BENJI,M,2018,Yorkshire Terrier,,11212,4/8/18,4/8/19,2018
65189,NAME,M,2018,Shih Tzu,,11212,4/9/18,4/9/19,2018
65494,FLASH,M,2009,Jack Russell Terrier,,11212,4/10/18,4/10/19,2018
65510,PENNY,F,2011,Havanese,,11212,4/10/18,4/6/21,2018
65860,CHULO,M,2011,Unknown,,11212,4/12/18,5/8/19,2018
65991,SAUSAGE,M,2014,Labrador Retriever Crossbreed,,11212,4/12/18,5/23/19,2018
67247,CHANCE,M,2017,Maltipoo,,11212,4/18/18,4/18/19,2018
67916,MILA,F,2013,"Poodle, Miniature",,11212,4/22/18,1/30/19,2018
68286,ROXIE,F,2017,Shih Tzu Crossbreed,,11212,4/23/18,4/23/20,2018
68411,MCQUILLER,M,2018,Maltese,,11212,4/24/18,4/24/19,2018
68627,TRACKER,M,2017,Unknown,,11212,4/25/18,4/25/19,2018
68730,PEMBERTON,M,2017,Yorkshire Terrier,,11212,4/25/18,4/25/19,2018
68774,NYLA,F,2018,American Pit Bull Mix / Pit Bull Mix,,11212,4/26/18,4/26/19,2018
68796,KIM,F,2014,Unknown,,11212,4/26/18,4/26/19,2018
69182,SPOT,M,2015,Pomeranian,,11212,4/28/18,5/1/19,2018
69327,BROOKLYN,F,2015,Yorkshire Terrier,,11212,4/29/18,2/5/19,2018
69399,WIGGLES,M,2018,Unknown,,11212,4/29/18,4/29/19,2018
69541,MAILA,F,2010,Yorkshire Terrier Crossbreed,,11212,4/30/18,5/8/19,2018
69841,REX,M,2011,Yorkshire Terrier,,11212,5/1/18,6/5/19,2018
70073,SKY,F,2017,Unknown,,11212,5/2/18,5/2/19,2018
70176,LANA,F,2014,Unknown,,11212,5/2/18,5/2/19,2018
70276,BUDDHA,M,2012,German Shepherd Dog,,11212,5/3/18,5/3/19,2018
70443,MINNIE,F,2014,Chihuahua Crossbreed,,11212,5/3/18,6/4/20,2018
70829,NALA,F,2016,Maltese,,11212,5/6/18,5/21/19,2018
70976,ANNABELLE,F,2006,Pug,,11212,5/6/18,9/20/19,2018
71279,BREE,F,2011,Unknown,,11212,5/8/18,5/8/19,2018
71581,SUPERSTAR,F,2015,Unknown,,11212,5/9/18,5/9/19,2018
72188,BROWNIE,M,2010,Chihuahua,,11212,5/11/18,6/16/19,2018
72321,ANDY,M,2010,Shih Tzu,,11212,5/12/18,5/12/19,2018
73058,HONEY,F,2016,American Pit Bull Mix / Pit Bull Mix,,11212,5/16/18,5/16/19,2018
73180,CASSIDY,F,2012,Silky Terrier,,11212,5/17/18,4/19/19,2018
73528,ROCKO,M,2015,Schnauzer Crossbreed,,11212,5/18/18,7/6/19,2018
73542,SNOW,M,2018,Shih Tzu,,11212,5/18/18,5/18/19,2018
73820,RAMIREZ,F,2018,Yorkshire Terrier,,11212,5/20/18,5/20/19,2018
73904,SANTANA,F,2018,Havanese,,11212,5/20/18,5/20/19,2018
74255,NAME,F,2018,Shiba Inu,,11212,5/21/18,5/21/19,2018
74519,MIKEY,M,2011,Shih Tzu,,11212,5/23/18,4/22/20,2018
74542,KIBA,M,2016,Shiba Inu,,11212,5/23/18,5/4/19,2018
74674,NUGGET,M,2011,Unknown,,11212,5/24/18,5/24/19,2018
74913,BENJI,M,2017,Unknown,,11212,5/25/18,5/25/19,2018
76046,HILL,F,2017,Maltese Crossbreed,,11212,6/1/18,6/1/19,2018
76157,RYO,M,2014,Unknown,,11212,6/1/18,6/1/19,2018
76411,ROCKY,M,2011,Dachshund Smooth Coat,,11212,6/3/18,6/17/19,2018
76536,ANABELLE,F,2017,American Pit Bull Mix / Pit Bull Mix,,11212,6/3/18,6/3/19,2018
76638,BRICK,M,2016,Unknown,,11212,6/4/18,6/4/19,2018
76642,ROCKY,M,2017,Unknown,,11212,6/4/18,6/4/19,2018
77311,POOCHIE,F,2009,Unknown,,11212,6/7/18,6/9/19,2018
78276,DIESEL,M,2004,Yorkshire Terrier,,11212,6/11/18,11/3/18,2018
78468,JAZZI,F,2014,American Eskimo dog,,11212,6/12/18,5/25/20,2018
79052,IVAN,M,2012,Golden Retriever,,11212,6/14/18,6/14/19,2018
79715,BK,M,2015,Yorkshire Terrier,,11212,6/18/18,5/19/19,2018
79939,SCRAPPY,M,2014,Poodle Crossbreed,,11212,6/19/18,5/28/20,2018
80271,EMOJI,F,2018,Havanese,,11212,6/20/18,6/20/19,2018
80338,Q,M,2013,American Pit Bull Terrier/Pit Bull,,11212,6/21/18,8/7/20,2018
80377,SNOWBALL,M,2005,Akita,,11212,6/21/18,7/30/19,2018
80462,QUINZEL,M,2018,Yorkshire Terrier,,11212,6/21/18,6/21/19,2018
80669,LONG,M,2018,Yorkshire Terrier,,11212,6/23/18,6/23/19,2018
80774,ORTEGA,M,2018,Yorkshire Terrier,,11212,6/23/18,6/23/19,2018
80814,BELLA,F,2018,Maltese Crossbreed,,11212,6/23/18,6/23/19,2018
80823,LLANI,F,2018,Morkie,,11212,6/23/18,6/23/19,2018
80920,LONDON,F,2018,Yorkshire Terrier,,11212,6/24/18,6/24/19,2018
81022,MEDUSA,F,2013,Unknown,,11212,6/25/18,5/12/19,2018
81342,CHANCE,M,2017,Terrier mix,,11212,6/26/18,6/26/19,2018
81499,UNKNOWN,M,2008,"Poodle, Toy",,11212,6/27/18,6/27/19,2018
81550,JUJU,M,2017,Yorkshire Terrier,,11212,6/28/18,6/28/19,2018
81817,TYSON,M,2012,Unknown,,11212,6/29/18,6/29/19,2018
81837,LEXUS,F,2016,Unknown,,11212,6/29/18,6/29/19,2018
82154,NAME,M,2018,Miniature American Shepherd,,11212,7/1/18,7/1/19,2018
82318,NAME,F,2018,West High White Terrier,,11212,7/2/18,7/2/19,2018
82329,NAME,F,2018,Shih Tzu Crossbreed,,11212,7/2/18,7/2/19,2018
82840,BLAKE,F,2014,Labrador Retriever,,11212,7/5/18,7/15/19,2018
82880,KERMIT,M,2014,Border Terrier,,11212,7/5/18,6/11/19,2018
82984,BUD,M,2014,Maltese,,11212,7/5/18,7/3/19,2018
83042,SAMMIE,M,2010,Shih Tzu,,11212,7/5/18,7/5/19,2018
83321,QUEEN,F,2016,American Bully,,11212,7/6/18,7/25/19,2018
83573,CHLOE,F,2018,Yorkshire Terrier,,11212,7/8/18,7/8/19,2018
83967,NOVA,F,2013,Wheaton Terrier,,11212,7/10/18,7/10/19,2018
84078,DORIS,F,2017,Unknown,,11212,7/11/18,7/11/19,2018
84384,TRIGGER,M,2014,American Pit Bull Terrier/Pit Bull,,11212,7/13/18,7/13/19,2018
84465,JAZZY,M,2014,Shih Tzu,,11212,7/13/18,7/22/19,2018
84559,BRANDY,F,2015,American Pit Bull Mix / Pit Bull Mix,,11212,7/13/18,8/7/19,2018
84650,CHASE,M,2008,Shih Tzu,,11212,7/13/18,7/18/19,2018
84671,FOXY,F,2014,American Pit Bull Mix / Pit Bull Mix,,11212,7/13/18,7/13/19,2018
85332,ZOEY,F,2016,Unknown,,11212,7/17/18,7/17/19,2018
85429,OTIS,M,2018,American Bully,,11212,7/17/18,7/17/19,2018
85931,BELLA,F,2014,Shih Tzu,,11212,7/19/18,8/24/19,2018
86981,PENNY,F,2015,Terrier Crossbreed,,11212,7/24/18,6/6/19,2018
87015,COCO,F,2011,Shih Tzu,,11212,7/24/18,8/23/19,2018
87065,KOBE,M,2018,Maltese Crossbreed,,11212,7/24/18,7/24/19,2018
87517,CHANEL,F,2014,Unknown,,11212,7/26/18,7/26/19,2018
88215,CHUCK,M,2012,Pomeranian,,11212,7/30/18,7/25/19,2018
89013,MINI,F,2017,Shih Tzu Crossbreed,,11212,8/1/18,6/30/19,2018
89581,CURRY,M,2017,Shepard Crossbreed,,11212,8/4/18,8/4/19,2018
90589,DUKE,M,2002,Rottweiler Crossbreed,,11212,8/8/18,8/8/19,2018
91138,NAME,F,2018,Puggle,,11212,8/11/18,8/11/19,2018
91740,LUCKY,M,2010,Pomeranian,,11212,8/15/18,8/16/19,2018
92121,CHLOE,F,2012,Chihuahua Crossbreed,,11212,8/17/18,8/17/19,2018
92257,SANDY,F,2015,Unknown,,11212,8/18/18,8/18/19,2018
92305,NOELA,F,2010,Staffordshire Bull Terrier,,11212,8/18/18,8/18/19,2018
92515,NAME,M,2018,Shih Tzu,,11212,8/20/18,8/20/19,2018
92766,CHESTER,M,2015,Unknown,,11212,8/21/18,8/21/19,2018
92770,HYPE,M,2018,Unknown,,11212,8/21/18,8/21/19,2018
92925,BOSTON,M,2011,Havanese,,11212,8/22/18,9/1/19,2018
93117,MISS,F,2006,Unknown,,11212,8/23/18,8/30/19,2018
93573,PUMPKIN,F,2013,Japanese Chin,,11212,8/25/18,8/25/19,2018
94352,LOLA,F,2011,Yorkshire Terrier,,11212,8/29/18,9/29/19,2018
94751,POLO,M,2010,Shih Tzu,,11212,8/31/18,8/31/19,2018
94938,UNKLNOWN,F,2018,Beagle,,11212,9/1/18,9/1/19,2018
95133,DALLAS,M,2011,American Pit Bull Mix / Pit Bull Mix,,11212,9/3/18,10/13/19,2018
95206,BELLA,F,2016,American Pit Bull Terrier/Pit Bull,,11212,9/3/18,9/7/19,2018
96432,LISSI,F,2009,Unknown,,11212,9/9/18,10/19/19,2018
96555,PEANUT,M,2018,Havanese,,11212,9/10/18,9/10/19,2018
96677,BELLA,F,2018,Shih Tzu,,11212,9/10/18,9/10/19,2018
97210,ZOE,F,2018,Terrier mix,,11212,9/12/18,9/12/19,2018
97707,NALA,F,2007,Unknown,,11212,9/14/18,9/14/19,2018
97715,KILO,M,2017,Dogo Argentino,,11212,9/14/18,9/14/19,2018
97720,TAZ,M,2016,American Pit Bull Terrier/Pit Bull,,11212,9/14/18,7/22/19,2018
97936,JAZMINE,F,2012,Shih Tzu Crossbreed,,11212,9/16/18,7/11/19,2018
97990,SWEETY,F,2007,Yorkshire Terrier,,11212,9/16/18,8/2/21,2018
98737,CASEY,F,2009,Chihuahua Crossbreed,,11212,9/20/18,9/20/19,2018
98738,BURRITO,M,2011,Unknown,,11212,9/20/18,9/20/19,2018
98783,BELLA,F,2018,Cocker Spaniel,,11212,9/20/18,9/20/19,2018
98907,FALCORE,M,2009,Shih Tzu,,11212,9/20/18,9/18/19,2018
99151,KOOPA,M,2018,French Bulldog,,11212,9/21/18,9/21/19,2018
99294,TERROR,M,2013,American Pit Bull Mix / Pit Bull Mix,,11212,9/22/18,9/18/19,2018
99593,CHARLIE,M,2017,Unknown,,11212,9/24/18,9/24/19,2018
99772,PAUL,M,2017,Unknown,,11212,9/25/18,9/25/19,2018
100804,MARK,M,2012,American Pit Bull Mix / Pit Bull Mix,,11212,10/1/18,10/1/19,2018
101028,MASON,M,2013,Shih Tzu,,11212,10/2/18,5/11/19,2018
101353,MYSTIC,M,2007,Chihuahua Crossbreed,,11212,10/4/18,9/13/19,2018
101385,JAKE,M,2011,Poodle Crossbreed,,11212,10/4/18,10/22/19,2018
101435,PEANUT,M,2014,Maltese Crossbreed,,11212,10/4/18,7/11/19,2018
101562,SOMI,F,2015,Lancashire Heeler,,11212,10/5/18,5/6/23,2018
101731,TOYLOR,M,2008,Unknown,,11212,10/5/18,7/30/19,2018
101761,WILLIAMS,F,2018,Pomeranian,,11212,10/5/18,10/5/19,2018
102005,NAME,M,2018,Maltese,,11212,10/7/18,10/7/19,2018
102419,SIMON,M,2018,Beagle Crossbreed,,11212,10/10/18,10/10/19,2018
102529,UNKNOWN,M,2016,Cocker Spaniel Crossbreed,,11212,10/11/18,10/11/19,2018
102615,SASHA,F,2008,Unknown,,11212,10/11/18,10/26/19,2018
102782,NOAH,M,2013,American Pit Bull Terrier/Pit Bull,,11212,10/12/18,10/12/19,2018
103341,LEO,M,2018,Pomeranian,,11212,10/15/18,10/15/19,2018
103364,BELLA,F,2009,Jack Russell Terrier,,11212,10/15/18,10/28/19,2018
103629,MIA,F,2015,American Pit Bull Terrier/Pit Bull,,11212,10/16/18,10/16/19,2018
103986,LADY,F,2017,Yorkshire Terrier Crossbreed,,11212,10/17/18,12/9/19,2018
104137,BEETHOVEN,F,2015,Unknown,,11212,10/18/18,10/18/19,2018
104275,UNKNOWN,M,2012,Terrier Crossbreed,,11212,10/19/18,10/19/19,2018
104459,SULLY,M,2015,Unknown,,11212,10/20/18,10/20/19,2018
104983,MAXX,M,2016,Maltese,,11212,10/22/18,9/29/19,2018
106283,GUCCI,F,2010,Unknown,,11212,10/30/18,11/5/19,2018
106308,SCRUFFY,M,2016,Unknown,,11212,10/30/18,10/30/19,2018
106445,SPANKY,M,2005,Yorkshire Terrier,,11212,10/30/18,10/30/19,2018
106599,CALI,F,2011,Chihuahua Crossbreed,,11212,10/31/18,8/22/19,2018
106896,ZITI,M,2014,Unknown,,11212,11/2/18,11/2/19,2018
107025,LAYLA,F,2012,American Pit Bull Terrier/Pit Bull,,11212,11/2/18,11/20/19,2018
107079,SONNY,M,2014,Labrador Retriever,,11212,11/2/18,11/20/19,2018
107213,ROVER,M,2018,Shih Tzu,,11212,11/3/18,11/3/19,2018
107244,PRINCE,M,2018,Shih Tzu,,11212,11/3/18,11/3/19,2018
107773,HANNAH,F,2015,Chihuahua Crossbreed,,11212,11/5/18,12/16/20,2018
108264,ZURI,F,2018,American Pit Bull Mix / Pit Bull Mix,,11212,11/8/18,11/8/19,2018
108589,ROSAE,F,2013,Yorkshire Terrier,,11212,11/10/18,11/10/21,2018
108684,BELLA,F,2018,Unknown,,11212,11/11/18,11/11/19,2018
108847,DESTINY,F,2018,Shih Tzu Crossbreed,,11212,11/12/18,11/12/19,2018
108871,KING,M,2014,American Pit Bull Mix / Pit Bull Mix,,11212,11/12/18,11/12/19,2018
109420,UNKNOWN,F,2013,Chihuahua,,11212,11/14/18,11/14/19,2018
109708,OTIS,M,2009,Chihuahua Crossbreed,,11212,11/16/18,11/16/19,2018
110116,UNKNOWN,M,2018,Shiba Inu,,11212,11/19/18,11/19/19,2018
110201,BREWSTER,M,2018,Maltese,,11212,11/19/18,11/19/19,2018
110272,FIFI,F,2011,Chihuahua,,11212,11/20/18,11/27/19,2018
110544,LACEY,F,2009,Yorkshire Terrier,,11212,11/22/18,11/22/19,2018
